Id;Place Name;Locationlat;lng;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
1abe09ccfe9cb003b1ff5b02f3325126e8bef317;Qi Ji;1.3147514;103.8948261;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;4032;3024;<a href="https://maps.google.com/maps/contrib/105659296674204078478/photos">Pawel Uchman</a>;CoQBdwAAAKKdlLej2-Tzm6IpENAEISYWE5aEy8N9TRG54XWI41L5NTXradPD4R2iuROT3vsIaTgM_OjrloK7cKroPZTknfD30sxiqp6NmX5YylymwZRFXhIgwBAkwG7b3eXMMuqksomOZeJte4hPLDnpdLP7-Md_NU7fEZ005IcXpDVrI0v-EhDgu452nUsWH55C2cxBNPeoGhQxHPd2AtFcqd5NLvltUTur3y8vzg;;ChIJadzABxcY2jERp_lSpyyuSaM;0;CmRSAAAAXz8jHI7Y-APVUcrMThvwLH89fCSlOBxEMVxqYtJ-C9Vk1hxTwE_ppKN84p4XmHCIGVCbvGqgAU2irFBpk5QeHlUlZfJmbrxwp8_EG0X6tipCyt-41N4BfCmNHvvfc9WKEhDrCpq1hNan4qKu35d-MbS8GhSphGV40AL1_lKTGO3zVXKcnPlVhg;GOOGLE;restaurant;food;point_of_interest;establishment;11 Tanjong Katong Road, B1-K18/K19/K20 OneKM;;
