Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
b6e6606efbcf601d0eca4930d619227ac0165c14;Ng Cher Seng;1.3202704;103.9356955;;1.3204951;103.9359163;;1.3195963;103.9356219;;;;https://maps.gstatic.com/mapfiles/place_api/icons/generic_business-71.png;ChIJbS-jaLYi2jERCrDFgHbKZdM;0;CmRSAAAAQL2IsYTVtE5PYBcZUJkfiQ0m1K2M03H4nJgjOK4_b4h2NdhMMBLVlwFovn1WbUXG5qwiYiklZ4gnEo_8asoywB6DUkddAhcpyC1IpyxzL8QPNMdpGBpknNewJ7BN9iwqEhAHN8WLfcR8IxgFqhNtE5BWGhSFEXcMK1V86V-vm3pHmWS5vQJ7Iw;GOOGLE;food;point_of_interest;establishment;16 Bedok South Road;;
