Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;Vicinity;Website;
47ec44f9ae63b2d81ee99a6e5c3d9307c383f643;Bedok South Food & Market Center;1.3205476;103.9355558;;1.3209135;103.9359194;;1.3194499;103.9354346;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;2988;5312;<a href="https://maps.google.com/maps/contrib/114041431431456523312/photos">Louis Goh</a>;CoQBdwAAAGxshFlK-Cm21oMItaGhATOnGqoL-eDNqrocbf_pNw5F1umoGFsF_xbkRZaTA-86WG5wKWPfs9ttx1a17pd5pn6t7gO7JnrILEuqt6V6jIJgmBWXQK8Vvj1H9sWlYsHjGT7xjh0zFlFg54GYDhIvL7RJhRRn1yhczpBlcO-Rk5pOEhApReC6dApajFNEHoP9z1I1GhToqI52wM_bTb3HOqITgApu8AC7PQ;;ChIJRTkXb7Yi2jERd1VJR-LXre4;0;CmRSAAAAnio9fQWU2z2R6iF26x5AIFaUtO0uYLDkGiIUBti6Wjr-Lf0bi5EiHBqxguCX7fk4I-vG9rUoEbBee93CsCE3Zw9sPlhfRzTF0FXFsyZcoDcfjGMzcHHpzTmbZYOpNUzrEhDSURM4j6g0ylEPeERRWqPdGhQY7GZzpUtaQWupjdYyJTvEyK8KIQ;GOOGLE;food;point_of_interest;establishment;16 Bedok South Road;;
