Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
14578d13d4e1d6c97e76faedbf4ca0e034302688;936 LTN Food Village;1.312425;103.925373;;1.3125825;103.9254269;;1.3119525;103.9252113;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;5312;2988;<a href="https://maps.google.com/maps/contrib/115165287266283385823/photos">Lim KM</a>;CoQBdwAAAGDQs6Iwyp_Ku_repEfafU9iEnAu-fK7fauNbmOll1d-vtHbZgPbOIBMgLH-UynQICT4Pm5A3ocOfvr1BlqAIaFEOgm-zryxslav7SmByvEq6kOcsh4CS0deviB5YKE6KL8wkWLiA7xbMgI4qVCuaJ5Ornhqy2pNkZNIp0mQCwipEhCzQGxCb9e9fManXbv_ceEjGhQ130LsvapcMIvnaL-xlTmPOalhfA;;ChIJDRwTr6Qi2jERGXLyHA5OoSk;3,7;CmRRAAAA7fLw9G4O_uY1bmcYRPz9BDF-Kj3ojR4xNWB_hD3-CJqWg_68ugeOit1YvDQpZ0qUBhuewRlMVs_sO9xykp6NnF53vvEMelaO52GtSpNZ5s1elAYUt3ktGNYhZbF-N_KBEhAtyWM6-5vKdbBVSivqdO9CGhSDRRLYsUlDhvWQPlD5dw_voYGp9A;GOOGLE;restaurant;food;point_of_interest;establishment;936 East Coast Road, Singapore;;
