Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
032ccb2efad6a90b810e65a7a290836ac8e62de6;Yongxin Cafe;1.3203916;103.9357586;;1.32065695;103.9360223;;1.31959555;103.9356707;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;ChIJ7bpdabYi2jERHqW-rSF__7g;0;CmRSAAAAmY9HhRQ1Tp6C2v6FpkJmcTc_j5wyy1BL2-ynp1CX0VoybHXQpnwSRWfzQcXT9jTAC6JfXk5RYsSNsyECAsJo3ZXfxJCcEd-6xbaBBbsJFO_niR7xmfz0paFIyOQ64N90EhD-yrPK5NrxhaLDgk7KI_oTGhRT4AgSXMHqWsD5Wdxs_BP2G2nEGA;GOOGLE;restaurant;food;point_of_interest;establishment;16 Bedok South Road;;
