Id;Place Name;Locationlat;lng;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;type;Vicinity;Website;
5f8bd537ebee27b4157a0d48fd1ab245e4b338ca;Geláre @ ONE KM;1.3145579;103.8946108;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;1155;1732;<a href="https://maps.google.com/maps/contrib/100237155783904096819/photos">Geláre @ ONE KM</a>;CoQBdwAAAHia0ClMIOGZ495jmuy-tj9lmS0F6NuqXZAQkPB1CcfEyFU7IKQsQxymjdnk4WM252AMtBuRKHEDpqi1QLInGR6vmknrfYA5iPWw19UKbewFjDk4AW41aYOmxv1js6nY2_iklZLvPnMnkoKJhr1yxSp1GGwTRbiwXD6F6W2SrSNJEhA56nXqfumMHe2hg89XbeBVGhQkmuySiECdfDwczhioQVylEeSl9Q;;ChIJlynjBBcY2jERKP0rpJxXhe0;0;CmRSAAAAXuATCTm0RcId1C2zRw-Y31i1HDHajDUjAK5VhyqGWPTPtqoUMiJuBLzUU9BGd7caiCJyrUYKwpgQG6psnYPyPPxfGVVJcHpw0x6VpaM0Mu9hlbbIA4LDaG0x-qGHzrWXEhDQhPjTztRPdDi6oPyKFt0WGhRQw27OCsX1mckaMwEyGoj2TWs_SQ;GOOGLE;cafe;food;store;point_of_interest;establishment;11 Tanjong Katong Rd, #03-K1 ONE KM;gelare.com.sg/;
