Chang
Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
c9fea75ee7c9659d8ec63d5987a3f8927dff3537;Chang;1.3022058;103.8112785;;1.30246215;103.81151955;;1.30212035;103.81119815;;;;https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png;False;;1440;2560;<a href="https://maps.google.com/maps/contrib/106807863992638784729/photos">Seung Wook YOON</a>;CoQBdwAAAMojj4dl6zP-eHIEmDIEAIIUIVZh6Gu5SRYZpFHjvau8wmyDuHFYCDCaPOie_uSKdFVcCcGPZk2HYTHpgzBIm3zn8mpaA8Hv5ggTuQtSzkSOZkFWemrI-L4YwB5QzoBXGLS5AQXpq_FdhLTfGWzUu7ryr16-mlxBI6obGvahRbCeEhA909i5SGq3IvPubLRi-rsOGhTZPCqBG1NC-BjmPimXRXBQCaf-Eg;;ChIJ1TIAJCMa2jERxEA9Zo_-TMs;4;CmRSAAAAEC2BmQQ2Tp0T9Ajw9tdZ69HN2zuF_EfmlVXXrX9jCxQBYyarTIzIxd1Ajp141HqsOtc4ibUt1X8tCz1ilOzARMQKvqDkrRQmbf5_geY8vCm5cUJ5aIMNe_sb30e6dMEaEhBFTyPbPaGhTA-YtQBvuhrhGhRyIjNwXmU7FS4JWvNaj9_EcHjzNA;GOOGLE;restaurant;food;point_of_interest;establishment;71 Loewen Road;www.changbbq.com/;

The Pantry Social Enterprise Café
Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
4426b52149a7fe5464611424dd265659f98db2c3;The Pantry Social Enterprise Café;1.3027688;103.8121574;;1.30290035;103.81224215;;1.30237415;103.81190315;;;;https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png;True;;2988;5312;<a href="https://maps.google.com/maps/contrib/112917409687372842994/photos">Arev JR</a>;CoQBdwAAAC96CqF2OWJvsonNMR-Q68X3adnMk9hxUQ9yIvfzFlJtbC9JItlHR1XqAxgEu5kXYlQIUf6N4v9hTwzMuEOSCrFlaPZSDCVlT6ksk4yr5Oc8v8QUJ53lbEk1QtTV8nYIUX2IBvUyPqvjL4vsxsaXD5wpnA_oojQdPQK_QuwconyOEhCRYO2SglpNJ90eQnfhxf9KGhS7FvDchtbAB1LUi-cqOCYD4kUV0g;;ChIJwU1AkSQa2jER-IUwbPxZMus;0;CmRSAAAAsG_TR5Z41TjR2RfYLNKnTzwMg4PYE-ZVSlnAmUHEnwHh51HJ5f8DuRR13wrln3s-eLYVl2PbF2_KYqHbech6psAoYupmqXRv4WE2ezNczy4a6fnF3wWQMU6lPEhWWrZrEhDLwMaB6UsfkRsm0vIgjpWtGhTwyUvDuyfJ14UkRP5bMjyhhkDuoA;GOOGLE;cafe;food;point_of_interest;establishment;75 Loewen Road;thepantrycookeryschool.com/;

ANJALICHOCOLAT
Id;Place Name;Locationlat;lng;;ViewportNortheastlat;lng;;Southwestlat;lng;;;;Icon;Open_now;;Photo Height;Photo Width;Html_attributions;Photo_reference;;Place_id;Rating;Reference;Scope;type;type;type;type;Vicinity;Website;
3a5274915d36c5166396ab75d73ff24aedb9ecde;ANJALICHOCOLAT;1.3016981;103.812089;;1.30177255;103.8121444;;1.30167155;103.8120692;;;;https://maps.gstatic.com/mapfiles/place_api/icons/shopping-71.png;True;;3508;5472;<a href="https://maps.google.com/maps/contrib/117310932722845217735/photos">Rohit Gupta</a>;CoQBdwAAAAVyoQ53kL7dEVHCMwGPTlhycc-eiNHU027qkdsnPQmCuK70yLeCmPO0Swzjuha8AHl9yq5_EtTcbxOdXUhAM_ZznX1KwAZ5wyEzLUs_XV2JgcZFVDhq4zzJ2XLxy_wF5MW5-EDmC_qKpISJtXnzTCcCrzVzoSi47B4UHHvRjp36EhDZoLaZdriIbpcvYLFvHY82GhReVIHjcMdgm_lVAqedwpWe_AasUg;;ChIJLV6E5SQa2jERUP3kUisPIpY;0;CmRSAAAAISiSj8GQCDJYpothXfYFWyOsaC1vDSGtkTnGjth3wNQXZsJOm259OsLmMtX1zW32KZ2WaBMtT8SkXuIdSsgE0_3x3qqakboQfL9UbmDDfhmBfxtlyo1dixDPpEL-OuMaEhD1X60KENSXEdCXqmF3su5lGhRfFPhiXNwNKuLmTplwDw9rblpq9Q;GOOGLE;food;store;point_of_interest;establishment;73 Loewen Road #01-15/16;www.anjalichocolat.com/;
